C_E,"CHE.    	Ernesto ""Che"" Guevara was born in Argentina, and in 1948 he started to study medicine at the University of Buenos Aires. While at school he satisfied his need to ""see the world"" by taking two long journeys around South America, the story of which are told in Guevara's memoir later published as ""The Motorcycle Diaries"". While travelling, Guevara was moved by the plight of the people he saw and their working conditions and what he viewed as capitalistic exploitation. In Mexico City he met brothers Raul and Fidel Castro and was persuaded to join their cause, the overthrow of the US-backed government in Cuba. He rose to second-in-command among the Cuban insurgents, and when Castro came to power Guevara was influential in repelling the Bay of Pigs Invasion and bringing Soviet nuclear missiles to the island. Guevara left Cuba in 1965 to continue his work as a revolutionary. He was captured by Bolivian forces in 1967, and was executed. Fidel Castro led the public mourning of Guevara's death, and soon the revolutionary was an icon for many left-wing movements around the world."
EM_,"EMI.    	EMI is a British music company, with the acronym originally standing for Electric and Musical Industries."
ACR_,"ACRE.    	""A Thousand Acres"" is a Pulitzer Prize-winning novel by Jane Smiley. The novel is a retelling of William Shakespeare's ""King Lear"". Just as in ""King Lear"", the plot features a father with three rival daughters."
_CI,"ICI.    	""Ici"" is the French word for ""here""."
EUR_,"EURO.    	The European Union today stands at a membership of 27 states. The Euro is the official currency of only 16 of the 27. The list of states not using the Euro includes the UK, Denmark, Sweden and Norway."
_ON,"RON.    	In the 'Harry Potter' series of films , Harry has two ""best friends' in school, Hermione Granger and Ron Weasley."
_ON,"RON.    	Ron Paul is a celebrated Republican Congressman from Texas. He is a libertarian, and actually ran for president in 1988 as a Libertarian Party candidate. He ran for the Republican nomination for President in 2008 as a member of the Liberty Caucus of the party, meaning that he values a federal government that is limited in size and scope."
A_S,"ASS.    	The onager is also known as the Asiatic wild ass. The onager is a little larger than a donkey, and looks like a cross between a donkey and a horse. One characteristic of the onager is that it is remarkably 'untamable'."
ET_S,"ETAS.    	Eta is the seventh letter of the Greek alphabet, and is a forerunner of our Latin character ""H"". Originally denoting a consonant, eta was used as a long vowel in Ancient Greek."
AS_,"ASS.    	""Doofus"" (also ""dufus"") is student slang that has been around since the sixties. Apparently the word is a variant of the equally unattractive term ""doo-doo""."
EL_A,"ELSA.    	Einstein was Elsa's family name after she married Einstein, and also beforehand. Elsa and Albert were first cousins."
_SER,"YSER.    	The Yser originates in northern France and flows through Belgium into the North Sea. The Yser is often associated with WWI as it figured in a major battle early in the conflict. In the first three months of the war, the German Army pushed almost completely through Belgium, inflicting heavy losses on the Belgian Army as the defenders were forced to fight a fast-moving rearguard action. The Germans were intent on pushing right through Belgium and across France in a ""race to the sea"". But the Belgians, with the help of their Allies, decided to make a final stand at the Yser Canal in an effort to prevent the Germans reaching the French ports of Calais and Dunkirk. The 22-mile long defensive line was chosen at the Yser because the river and canal system could be flooded to create a barrier that might be defended. The plan was successful and the front was ""stabilized"". As we now know, millions of lives were lost over the coming years with very little movement of that battle line."
_ARL,"EARL.    	In the ranking of nobles, an earl comes above a viscount and below a marquess. The rank of earl is used in the British peerage system and is equivalent to the rank of count in other countries. Other British ranks have female forms (e.g. marquess and marchioness, viscount and viscountess), but there isn't a female word for the rank of earl. A female given the same rank as an earl is known simply as a countess."
ABE_,"ABEL.    	The story of Cain and Abel not only appears in the Christian and Hebrew Bibles, it also features in the Qur'an. In the Muslim account the brothers are named Kabil and Habil."
M_E,"MOE.    	Moe Szyslak is the surly bartender in ""The Simpson"" animated TV show. I don't really care for ""The Simpsons"", but Hank Azaria who supplies the voice for the character ... him I like."
TB_R,"T-BAR.    	A T-bar is a type of ski lift in which the skiers are pulled up the hill in pairs, with each pair standing (not sitting!) either side of T-shaped metal bar. The bar is placed behind the thighs, pulling along the skiers as they remain standing on their skis (hopefully!). There's also a J-bar, a similar device, but with each J-shaped bar used by one skier at a time."
_ILE,"NILE.    	Elephantine is an island in the middle of the River Nile in Aswan, Egypt. It's possible that the island was named for it's resemblance to the shape of an elephant task."
_KE,UKE.    	The ukulele ('uke') originated in the 1800s and mimicked a small guitar brought to the Hawaiian Islands by Portuguese immigrants.
A_NER,"ASNER.    	Irvin Shaw's novel ""Rich Man, Poor Man"" was adapted into a television miniseries that was originally shown in 1976. The production was the first of its kind, a television miniseries based on a major work of fiction. Ed Asner won an Emmy for playing the lead role of Axel Jordache, one of four Emmy Awards won by the miniseries."
_EM,"REM.    	The Latin term 'ad rem' translates literally as ""to the matter""."
_SA,CSA.    	The Confederate States of America (CSA) set up government in 1861 just before Abraham Lincoln took office. Jefferson Davis was selected as President of the CSA at its formation and retained the post for the life of the government.
Y_ER,"YSER.    	The Yser originates in northern France and flows through Belgium into the North Sea. The Yser is often associated with WWI as it figured in a major battle early in the conflict. In the first three months of the war, the German Army pushed almost completely through Belgium, inflicting heavy losses on the Belgian Army as the defenders were forced to fight a fast-moving rearguard action. The Germans were intent on pushing right through Belgium and across France in a ""race to the sea"". But the Belgians, with the help of their Allies, decided to make a final stand at the Yser Canal in an effort to prevent the Germans reaching the French ports of Calais and Dunkirk. The 22-mile long defensive line was chosen at the Yser because the river and canal system could be flooded to create a barrier that might be defended. The plan was successful and the front was ""stabilized"". As we now know, millions of lives were lost over the coming years with very little movement of that battle line."
LE_,"LEN.    	I used to walk my dog right past author Len Deighton's house years ago, as we lived in the same village in Ireland (probably my only claim to fame!). Deighton wrote the excellent espionage thriller ""The IPCRESS File"", made into a 1965 movie starring Michael Caine."
_HAB,"AHAB.    	Captain Ahab is the obsessed and far from friendly captain of the Pequod in Herman Melville's 'Moby-Dick'. The role of Captain Ahab was played by Gregory Peck in the 1956 John Huston film adaptation. Patrick Stewart played Ahab in a 1998 miniseries in which Peck made another appearance, as Father Mapple."
_TES,"ETES.    	I think the idea is that 'été', the French for 'summer', takes up one quarter of a year."
EL_O,"ELMO.    	When Elmo Zumwalt was made Rear Admiral during the Vietnam War, he was put in command of the famous flotilla of Swift Boats that patrolled coasts, harbors and rivers. In 1970, he was made Chief of Naval Operations, and at 49 years of age, he was the youngest man to hold that post. His tenure at Chief of Naval Operations was noted for the progress he made in easing racial tension in the service, and promoting gender equality."
UK_,UKE.    	The ukulele originated in the 1800s and mimicked a small guitar brought to the Hawaiian Islands by Portuguese immigrants.
_ZI,"UZI.    	The first Uzi sub-machine gun was designed in the late 1940s, by Major Uziel Gal, who gave his name to the gun."
_RLE,"ERLE.    	I must have read all of the Perry Mason books when I was in college. I think they kept me sane when I was facing the pressure of exams. Author Erle Stanley Gardner was himself a lawyer, although he didn't get into the profession the easy way. Gardner went to law school, but got himself suspended after a month. So, he became a self-taught attorney and opened his own law office in Merced, California. Understandably, he gave up the law once his novels became successful."
MO_,MOE.    	32. Number of Stooges : THREE
IT_,"ITO.    	Judge Lance Ito came in for a lot of criticism for his handling of the O.J. Simpson murder trial. The lead prosecutor in that trial was Marcia Clark, you might recall. I read her book ""Without a Doubt"" a few years ago, and she pointed out one trait of Judge Ito that I thought quite telling. Ito would almost always refer to the prosecutor as ""Marcia"", while addressing the men on both sides of the case as ""Mister""."
_BEL,"ABEL.    	The story of Cain and Abel not only appears in the Bible, it also features in the Qur'an. In the Muslim account the brothers are named Kabil and Habil."
ETE_,"ETES.    	""Vous êtes ici"" are important words to know when navigating your way around Paris. They mean ""You are here"", and you'll often see them on maps in the street."
S_M,"SAM.    	Sam Walton used to work for Penney's in Des Moines, Iowa, before founding the Walmart empire."
DS_,"DSL.    	DSL originally stood for Digital Subscriber Loop, but is now accepted to mean (Asymmetric) Digital Subscriber Line. DSL is the technology that allows Internet service be delivered down the same telephone line as voice service, by separating the two into different frequency signals."
REES_,"REESE.    	Pee Wee Reese met Jackie Robinson after Robinson was signed to the Brooklyn Dodgers in 1947. As Reese tells the story, when he greeted Robinson it was the first time he had shaken hands with a black man. In those early days life was difficult for Robinson, and Reese made himself very visible as a friend, supporting the breaking down of racial barriers despite very vocal opposition."
AP_,APR.    	Annual percentage rate (APR)
_RR,"ARR.    	""Arr."" is short for ""arranged by"", when written on a musical score."
UK_,UKE.    	The ukulele originated in the 1800s and mimicked a small guitar brought to the Hawaiian Islands by Portuguese immigrants.
T_AR,"T-BAR.    	A T-bar is a type of ski lift in which the skiers are pulled up the hill in pairs, with each pair sitting either side of T-shaped metal bar. The bar is placed behind the thighs, pulling along the skier who remains standing on his/her skis (hopefully!). There's also a J-bar, a similar device, but with each J-shaped bar used by one skier at a time."
IC_,"ICI.    	""Vous êtes ici"" are important words to know when navigating your way around Paris. They mean ""You are here"", and you'll often see them on maps in the street."
CE_,"CEL.    	In the world of animation, a cel is a transparent sheet on which objects and characters are drawn. In the first half of the 20th century the sheet was actually made of celluloid, giving the ""cel"" its name."
OM_HA,"OMAHA.    	Warren Buffett is one of my heroes, a man with the nicknames 'Wizard of Omaha' and 'Oracle of Omaha'. Despite being one of the wealthiest men in the world, Buffet lives a relatively frugal and modest life. Buffett also has a very Jeffersonian attitude towards the role his wealth plays within his family. He has set up his estate so that his children get enough money to be independent, but the vast majority of his assets are going to charity, both before and after he dies."
ETR_,"ETRE.    	Québec is the largest province in Canada, and the only one with French as its sole office language. The name ""Québec"" comes from an Algonquin word ""kebec"" meaning ""where the river narrows"". This refers to the area around Quebec City where the St. Lawrence River narrows as it flows through a gap lined by steep cliffs."
L_AT,"LSAT.    	Kaplan Inc. was founded in 1938 by Stanley Kaplan, who started out tutoring students for the New York State Regents Exam in the basement of his parents' home in Brooklyn. He opened up locations for tuition around the country, and in 1984 sold the company to the Washington Post. Revenue for Kaplan was over 2&#189; billion dollars in 2009."
E_RL,"EARL.    	In the incredibly successful period drama 'Downton Abbey"", the patriarch of the family living at Downton is Robert Crawley, the Earl of Grantham or Lord Grantham. The character is played by Hugh Bonneville. Lord Grantham married American Cora Levinson (played by Elizabeth McGovern. Lord and Lady Grantham had three daughters, and no son. The lack of a male heir implied that the Grantham estate would pass to a male cousin, and out of the immediate family. The Grantham daughters are Lady Mary (played by Michelle Dockery), Lady Edith (played by Laura Carmichael) and Lady Sybil (played by Jessica Brown Findlay). Lady Sybil had the audacity to marry the family chauffeur, an Irish nationalist. The shame of it all ..."
P_A,PDA.    	PDA is an abbreviation for 'public display of affection'.
T_AR,"T-BAR.    	A T-bar is a type of ski lift in which the skiers are pulled up the hill in pairs, with each pair standing (not sitting!) either side of T-shaped metal bar. The bar is placed behind the thighs, pulling along the skier who remains standing on his/her skis (hopefully!). There's also a J-bar, a similar device, but with each J-shaped bar used by one skier at a time."
T_A,"TIA.    	Tia is the Spanish word for aunt (with ""tio"" meaning ""uncle"")."
AHA_,"AHAB.    	Captain Ahab is the obsessed and far from friendly captain of the Pequod in Herman Melville's ""Moby Dick"". The role of Captain Ahab was played by Gregory Peck in the 1956 John Huston film adaptation. Patrick Stewart played Ahab in a 1998 miniseries in which Peck made another appearance, as Father Mapple."
EAR_,"EARL.    	Meats placed between slices of bread was first called a sandwich in the 18th century, named after the Fourth Earl of Sandwich. The Earl was fond of eating ""sandwiches"" while playing cards at his club."
EYR_,"EYRE.    	""Jane Eyre"" is of course the novel written by Charlotte Bronte, and published as ""Jane Eyre. An Autobiography"" under the pen name Currer Bell. I've been sharing here on the blog that the storyline is a little too dark and Gothic for my taste, but a very persuasive blog reader has convinced me to look more at the romantic side of the story and give it a second chance. The love story is perhaps represented by the oft-quoted opening lines of the last chapter, ""Reader, I married him"". I think I'll check out the film again as a first step ..."
EER_,"EERO.    	Eero Aarnio is a Finnish interior designer, perhaps most famous for creating those round plastic chairs that hung from the ceiling and were very fashionable in the sixties. It was sort of like sitting inside a big ball."
NIL_,"NILE.    	According to the Bible, The Pharaoh issued an edict that all male Hebrew children be drowned in the river Nile soon after birth. Moses' mother saved her child by placing him in a basket and hiding him among the bulrushes at the edge of the Nile. The baby was found and adopted by the Pharaoh's daughter."
E_T,EMT.    	Emergency medical technician (EMT)
C_L,"CEL.    	In the world of animation, a cel is a transparent sheet on which objects and characters are drawn. In the first half of the 20th century the sheet was actually made of celluloid, giving the ""cel"" its name."
_TAS,"ETAS.    	Eta is the seventh letter of the Greek alphabet, and is a forerunner of our Latin character ""H"". Originally denoting a consonant, eta was used as a long vowel in Ancient Greek."
_BAR,"T-BAR.    	A T-bar is a type of ski lift in which the skiers are pulled up the hill in pairs, with each pair standing (not sitting!) either side of T-shaped metal bar. The bar is placed behind the thighs, pulling along the skiers as they remain standing on their skis (hopefully!). There's also a J-bar, a similar device, but with each J-shaped bar used by one skier at a time."
S_R,"SLR.    	SLR stands for ""single lens reflex"". Usually cameras with changeable lenses are the SLR type. The main feature of an SLR is that a mirror reflects the image seen through the lens out through the viewfinder, so that the photographer sees exactly what the lens sees. The mirror moves out of the way as the picture is taken, and the image that comes through the lens falls onto unexposed film, or nowadays onto a digital sensor."
NI_E,"NILE.    	West Nile virus (WNV) is named for the West Nile region in Uganda where it was first identified. The virus has since spread throughout the world. WNV claimed the lives of 286 people in the US in 2012. The virus is mosquito-borne, and there is no vaccine available."
OP_C,"OPEC.    	The OPEC cartel (the Organization of the Petroleum Exporting Countries) was formally established in 1960 and has been headquartered in Vienna since 1965. The US is actually the third largest oil producer in the world (after Russia and Saudi Arabia). One reason America isn't in OPEC, even though we are a big producer, is that we import a lot more than we export. But we all probably know that already ..."
_TAH,"UTAH.    	To me, the most spectacular feature of Zion National Park, in southwestern Utah, is the magnificent Zion Canyon. The canyon cuts through red Navajo sandstone and is a truly beautiful sight."
E_T,EMT.    	A defibrillator (defib) might be operated by an Emergency Medical Technician (EMT).
EYR_,"EYRE.    	Lake Eyre is located in the deserts of central Australia. At 49 feet below sea level, Lake Eyre is the lowest point in the whole country."
ER_E,"ERLE.    	I must have read all of the Perry Mason books when I was in college. I think they kept me sane when I was facing the pressure of exams. Author Erle Stanley Gardner was himself a lawyer, although he didn't get into the profession the easy way. Gardner went to law school, but got himself suspended after a month. So, he became a self-taught attorney and opened his own law office in Merced, California. Understandably, he gave up the law once his novels became successful."
ERS_,"ERSE.    	There are actually three Erse languages. Irish, Manx (spoken on the Isle of Man) and Scots Gaelic. In their own tongues, these would be Gaeilge (in Ireland), Gaelg (on the Isle of Man) and Gaidhlig (in Scotland)."
TA_,"TAB.    	Like most features on our computer keyboards, the tab key is a hangover from the days of typewriters. When using a typewriter, making entries into a table was very tedious, involving lots of tapping on the spacebar and backspace key. So, a lever was added to typewriters that allowed the operator to ""jump"" across the page to positions that could be set by hand. Later this was simplified to a tab key which could be depressed, causing the carriage to jump to the next tab stop in much the same way that the modern tab key works on a computer."
T_I,"TAI.    	More correctly called tai chi chuan, tai chi is a martial art that is mostly practiced to improve overall health and increase longevity."
P_A,"PDA.    	A device like perhaps an iPhone or Treo, can be termed a Personal Digital Assistant (PDA)."
_GOR,"IGOR.    	In the world of movies, Igor has been the assistant to Dracula, Frankenstein and Young Frankenstein among others. Igor is almost invariably portrayed as a hunchback."
U_I,UZI.    	The first Uzi submachine gun was designed in the late 1940s by Major Uziel Gal of the Israel Defense Forces who gave his name to the gun.
_ERO,"EERO.    	Eero Saarinen was a Finnish American architect, renowned in this country for his unique designs for public buildings such as Gateway Arch in St. Louis, Dulles International Airport Terminal, and the TWA building at JFK."
IG_R,"IGOR.    	Igor Stravinsky's most famous works were completed relatively early in his career, and brought him into the limelight. The three ballets ""The Firebird"", ""Petrushka"" and ""The Rite of Spring"" were published in 1910-1913, when Stravinsky was in his early thirties."
_PA,CPA.    	Certified public accountant (CPA)
_TO,"ITO.    	Midori Ito is a Japanese figure skater. Ito was the first woman to land a triple/triple jump and a triple axel in competition. In fact she landed her first triple jump in training, when she was only 8 years old ..."
_DS,"TDS.    	In football, overtime (OT) might end with a touchdown (TD)."
Y_ER,"YSER.    	The Yser originates in northern France and flows through Belgium into the North Sea. The Yser is often associated with WWI as it figured in a major battle early in the conflict. In the first three months of the war, the German Army pushed almost completely through Belgium, inflicting heavy losses on the Belgian Army as the defenders were forced to fight a fast-moving rearguard action. The Germans were intent on pushing right through Belgium and across France in a ""race to the sea"". But the Belgians, with the help of their Allies, decided to make a final stand at the Yser Canal in an effort to prevent the Germans reaching the French ports of Calais and Dunkirk. The 22-mile long defensive line was chosen at the Yser because the river and canal system could be flooded to create a barrier that might be defended. The plan was successful and the front was ""stabilized"". As we now know, millions of lives were lost over the coming years with very little movement of that battle line."
OMA_A,"OMAHA.    	The insurance and financial services company called Mutual of Omaha was founded in 1909 as Mutual Benefit Health and Accident Association. Famously, Mutual of Omaha sponsored the television show 'Wild Kingdom' from 1963 to 1988. 'Mutual of Omaha's Wild Kingdom' was resurrected in 2002 and can now be seen on the Animal Planet cable channel."
E_RL,"EARL.    	In the ranking of nobles, an earl comes above a viscount and below a marquis. The rank of earl is used in the British peerage system and is equivalent to the rank of count in other countries. Other British ranks have female forms (e.g. marquis and marchioness, viscount and viscountess), but there isn't a female word for the rank of earl. A female given the same rank as an earl is known as a countess."
T_T,"TAT.    	The word ""tattoo"" (often shortened to 'tat') was first used in English in the writings of the famous English explorer Captain Cook. In his descriptions of the indelible marks adorning the skin of Polynesian natives, Cook anglicized the Tahitian word ""tatau"" into our ""tattoo""."
NE_O,"NEMO.    	In the 1954 movie version of ""20,000 Leagues Under the Sea"", Captain Nemo goes down with his ship. In the novel by Jules Verne the fate of Nemo and his crew isn't quite so cut and dry, although the inference is perhaps that they did indeed head for Davy Jones' Locker."
N_EL,"NOEL.    	'Noël' is the French word for the Christmas season, ultimately coming from the Latin word for ""birth"" (natalis). Noel has come to be used as an alternative name for a Christmas carol."
CS_,CSA.    	The Confederate States of America (CSA) set up government in 1861 just before Abraham Lincoln took office. Jefferson Davis was selected as President of the CSA at its formation and retained the post for the life of the government.
_MT,EMT.    	An emergency medical technician (EMT) might administer cardiopulmonary resuscitation (CPR).
D_S,"DTS.    	The episodes of delirium that can accompany withdrawal from alcohol are called Delirium Tremens (the DTs). The literal translation of this Latin phrase is ""trembling madness""."
EL_A,"ELSA.    	Elsa Schiaparelli was an Italian fashion designer, a great rival of the perhaps more famous Coco Chanel. Schiaparelli was most successful between the two World Wars, but her business closed in 1954, as she failed to adapt to changing tastes after WWII,"
OLI_,"OLIO.    	Olio is a term meaning a hodgepodge or a mixture, coming from the mixed stew of the same name. The stew in turn takes its name from the Spanish ""olla"", the clay pot used when cooking the stew."
CP_,CPA.    	Certified public accountant (CPA)
US_,"USA.    	The USA Network cable television channel has been around since 1971. Back in 1971 it was called the Madison Square Garden Network, becoming USA in 1979."
CN_,"CNN.    	Erin Burnett is a television journalist, the host of her own show on CNN called 'Erin Burnett OutFront'. Apparently Burnett also shows up occasionally as advisor to Donald Trump on 'The Celebrity Apprentice'."
N_A,"NIA.    	Nia Long is an American actress, probably best known for playing Will Smith's sometime girlfriend and fiancee Lisa Wilkes on the TV show ""The Fresh Prince of Bel Air""."
_IRE,"EIRE.    	The state symbol of the Irish government is the harp. The reason for the use of the harp as a symbol seems to have been lost in time, but it has been used for centuries. The actual harp used as a model for the state symbol is called the Trinity College harp, a medieval instrument on display in the university in Dublin."
U_E,"UKE.    	Tiny Tim was the stage name of American singer and ukulele player Herbert Khaury. His most famous recording by far was his novelty version of the 1926 song ""Tip-Toe Thru' the Tulips""."
CN_,"CNN.    	Piers Morgan made a name for himself over in the UK as a journalist and then editor of some pretty trashy tabloid newspapers. He had a reputation for being very forceful in investigating the lives of celebrities and is now very much embroiled in the phone-hacking scandals that have rocked British society through 2011. He broke into television in the US as a judge on 'America's Got Talent', and was (surprisingly, I'd say!) chosen to replace Larry King on CNN."
_ER,"HER.    	2003's 'Her' is a rather unusual film. It stars Joaquin Phoenix as a man who develops a relationship with a computer operating system called 'Samantha', which is voiced by Scarlett Johansson."
N_A,"NIA.    	Not only is the delightful Nia Vardalos the star of the 2002 hit movie ""My Big Fat Greek Wedding"", she also wrote the screenplay. The film never made it to number one at the box office, but it still pulled in more money than any other movie in history that didn't make it to number one. That record I think reflects the fact that the film wasn't a blockbuster but rather a so-called ""sleeper hit"", a movie that people went to see based on referrals from friends. The big fat mistake came when a spin-off TV show was launched, ""My Big Fat Greek Life"". It ran for only 7 episodes. 'My Big Fat Greek Wedding 2' will hit movie theaters in 2016."
I_RE,"IN RE.    	The term ""in re"" is actually Latin, derived from ""in"" (in) and ""res"" (thing, matter). It literally means ""in the matter"", and is used as ""in regard to"", or ""in the matter of""."
_SS,ASS.    	Aesop used the ass in at least four of his fables:
_AR,EAR.    	The dachshund breed of dog was originally bred to chase and flush out badgers. The name 'dachshund' is German and translates as 'badger dog'.
T_I,"TAI.    	Tai sabaki is a movement of the whole body, a term that is used in several martial arts from Japan, including judo and karate."
DT_,"DTS.    	The episodes of delirium that can accompany withdrawal from alcohol are called Delirium Tremens (the DTs). The literal translation of this Latin phrase is ""trembling madness""."
D_T,"DST.    	On the other side of the Atlantic, Daylight Saving Time (DST) is known as ""summer time"". The idea behind summer/daylight-savings is to move clocks forward an hour in spring and backwards in the fall, so that afternoons have more daylight."
_AM,"SAM.    	The actor Rob Lowe is one of the 'founding members' of the so-called Brat Pack, having appeared in the movie 'St. Elmo's Fire'. More recently, he played a regular character on the TV show 'Parks and Recreation'. My favorite of his roles though, was playing speechwriter Sam Seaborn on Aaron Sorkin's great drama series 'The West Wing'. When 'The West Wing' first aired, Seaborn was billed as the show's main character, but outstanding performances from the rest of the cast and some great writing meant that Lowe's role became 'one of many'. This led to some dissatisfaction on Lowe's part, and eventually he quit the show."
E_S,"EOS.    	In Greek mythology, Eos is the goddess of the dawn who lived at the edge of the ocean. Eos would wake each morning to welcome her brother Helios the sun. The Roman equivalent of Eos is Aurora."
_AT,TAT.    	One might get a tattoo on the skin over one's pectoral muscles. One might ... I wouldn't ...
_SA,CSA.    	The Confederate States of America set up government in 1861 just before Abraham Lincoln took office. Jefferson Davis was selected as President of the CSA at its formation and retained the post for the life of the government.
_HI,"AHI.    	Yellowfin tuna is usually marketed as ""ahi"", its Hawaiian name. Yellowfin tuna is one big fish, often weighing over 300 pounds."
_MAHA,"OMAHA.    	Creighton University is a private, Jesuit school in Omaha, Nebraska. The school was founded in 1878 funded by a gift from the widow of a local businessman, Edward Creighton."
_AO,"LAO.    	The official name for the country of Laos is the Lao People's Democratic Republic. In the Lao language, the country's name is ""Meuang Lao"". The French ruled Laos as part of French Indochina, having united three separate Lao kingdoms. As there was a plural of ""Lao"" entities united into one, the French added the ""S"" and so today we tend to use ""Laos"" instead of ""Lao""."
AH_B,"AHAB.    	Captain Ahab is the obsessed and far from friendly captain of the Pequod in Herman Melville's ""Moby-Dick"". The role of Captain Ahab was played by Gregory Peck in the 1956 John Huston film adaptation. Patrick Stewart played Ahab in a 1998 miniseries in which Peck made another appearance, as Father Mapple."
_PR,"APR.    	In the Christian tradition, Easter is celebrated on the first Sunday after the full moon following the northern hemisphere's vernal equinox. This means that it can fall on any Sunday between March 22 and April 25."
T_A,"TIA.    	Tia Maria is a coffee liqueur, invented just after WWII in Jamaica, using Jamaica coffee beans. The name of course translates to ""Aunt Maria""."
AHA_,"AHAB.    	Starbucks is a coffee company based in Seattle, Washington. It is the largest coffeehouse company in the world and has over 19,000 stores. In the 1990s, Starbucks was opening one new store every single day! Starbucks is named after the chief mate on the Pequod in the Herman Melville book 'Moby Dick'."
ERA_,"ERAT.    	'Esse' is the Latin for 'to be'. 'Sum' means 'I am' and 'erat' means 'he, she was'."
ABE_,"ABEL.    	According to the Bible, Adam and Eve had several children, although only the first three are mentioned by name: Cain, Abel and Seth."
RO_,"RON.    	Ron Popeil is an inventor who is well known for appearing in infomercials for his own products. One of the more famous infomercials is for his Showtime Rotisserie, which he touts with the phrase 'Set it, and forget it!'. Popeil's company is called Ronco."
T_AR,"T-BAR.    	A T-bar is a type of ski lift on which the skiers are pulled up the hill in pairs, with each pair standing (not sitting!) either side of T-shaped metal bar. The bar is placed behind the thighs, pulling along the skiers as they remain standing on their skis (hopefully!). There's also a J-bar, a similar device, but with each J-shaped bar used by one skier at a time."
EYR_,"EYRE.    	Lake Eyre is located in the deserts of central Australia. At 49 feet below sea level, Lake Eyre is the lowest point in the whole country."
OM_HA,"OMAHA.    	The Normandy landings on D-Day in 1944 took place along a 50-mile stretch of the Normandy coast divided into five sectors: Utah, Omaha, Gold, Juno and Sword. The worst fighting by far took place on Omaha Beach, a sector assigned to the US Army, transported by elements of the US Navy and the Royal Navy."
C_A,CPA.    	Certified public accountant (CPA)
RE_,"REO.    	The REO Motor Company was founded by Ransom E. Olds (hence the name REO). The company made cars, trucks and buses, and was in business from 1905 to 1975 in Lansing, Michigan. Among the company's most famous models were the REO Royale and the REO Flying Cloud."
I_O,"ITO.    	Judge Lance Ito came in for a lot of criticism for his handling of the O.J. Simpson murder trial. The lead prosecutor in that trial was Marcia Clark, you might recall. I read her book ""Without a Doubt"" a few years ago, and she pointed out one trait of Judge Ito that I think is quite telling. Ito would almost always refer to the prosecutor as ""Marcia"", while addressing the men on both sides of the case as ""Mister""."
KI_,KIA.    	Kia have making the subcompact model called a Rio since 2000.
_MI,TMI.    	Too much information! (TMI)
CE_,CEO.    	Chief executive officer (CEO)
LAR_,"LARA.    	Lara Logan is a South African newswoman, currently the Chief Foreign Affairs Correspondent for CBS News."
L_AT,LSAT.    	The Law School Admission Test (LSAT) has been around since 1948.
N_LE,"NILE.    	Depending on definition, the Nile is generally regarded as the longest river on the planet. The Nile forms from two major tributaries, the White Nile and the Blue Nile, which join together near Khartoum, the capital of Sudan. From Khartoum the Nile flows north, traveling almost entirely through desert making it central to life for the peoples living along its length."
E_SA,"ELSA.    	Elsa's life story was told by game warden Joy Adamson, who had a very close relationship with the lioness since she was orphaned as a young cub. Adamson wrote the book ""Born Free"" about Elsa, and then ""Living Free"" which told the story of Elsa and her three lion cubs. In the 1966 film ""Born Free"" Virginia McKenna played Joy Adamson."
T_A,"TIA.    	The Mexican city of Acapulco is on the southwest coast of the country, in the state of Guerrero. The name 'Acapulco' translates from the local language into 'at the big reeds'."
_EN,LEN.    	Len Wiseman is a movie director best known for the films 'Live Free or Die Hard' and 'Total Recall'. Wiseman is married to English actress Kate Beckinsale.
MO_,"MOE.    	Moe Berg was a mediocre baseball player in the major leagues, known for being the ""brainiest man in baseball"". He spoke several languages, and read ten newspapers a day. In WWII he worked for the OSS in Yugoslavia and Italy, mainly ferreting out information on the German nuclear program. After the war, he worked occasionally for the CIA, but sadly he spent the last two decades of his life out of work, living off family."
AP_,"APR.    	April Fool's Day is celebrated on April 1st in the western world. In the US (and Ireland) one can make practical jokes all day long if one wants. But in the UK there is a noon deadline. Anyone pranking after midday is called an ""April Fool""."
_EO,"REO.    	The REO Motor Company was founded by Ransom E. Olds (hence the name REO). The company made cars, trucks and buses, and was in business from 1905 to 1975 in Lansing, Michigan. Among the company's most famous models were the REO Royale and the REO Flying Cloud."
Y_ER,"YSER.    	The Yser originates in northern France and flows though Belgium into the North Sea. The Yser name is oft associated with WWI as it figured in a major battle early in the conflict. In the first three months of the war, the German Army pushed almost completely through Belgium, inflicting heavy losses on the Belgian Army as the defenders were forced to fight a fast-moving rearguard action. The Germans were intent on pushing right through Belgium, across France in a ""race to the sea"". But the Belgians, with the help of its Allies, decided to make a final stand at the Yser Canal in an effort to prevent the Germans reaching the French ports of Calais and Dunkirk. The 22-mile long defensive line was chosen at the Yser because the river and canal system could be flooded to create a barrier that might be defended. The plan was successful, and the front was ""stabilized"". As we now know, millions of lives were lost over the coming years with very little movement of that battle line."
IT_,"ITO.    	Judge Lance Ito came in for a lot of criticism for his handling of the O.J. Simpson murder trial. The lead prosecutor in that trial was Marcia Clark, you might recall. I read the book that's Clark wrote about the trial called ""Without a Doubt"", and she pointed out one trait of Judge Ito that I think is quite telling. Ito would almost always refer to the prosecutor as ""Marcia"", while addressing the men on both sides of the case as ""Mister""."
